csmd2,-2.895639417,52.2254830342714,down
irx2a,-3.909068068,6.85387196432176,down
cthrc1b,-2.231111807,2.82079848561777,down
adamts18,-1.913583087,11.3716110699497,down
pygl,-1.771373466,3.06215926536845,down
si:dkey-103j14.5,-3.712219868,2.87107821205717,down
rgs5a,-2.046066471,55.546681659953,down
stxbp5a,-2.493646595,30.033858267261,down
meis1a,-2.015877739,28.4647058799572,down
bgnb,-2.127695578,25.8153085691824,down
a1cf,-2.073025891,3.81583969819417,down
lrrc4.2,-5.373698578,15.8124792791635,down
rhcga,-4.9295572,5.28232949699774,down
sox9a,-2.942928822,115.309803919971,down
fhl2b,-3.385789591,36.9355420107731,down
syt9a,-4.57097143,5.80134291304558,down
zgc:92630,-1.798973143,14.2034256667896,down
cul5b,-2.117590733,4.56066730616974,down
lrrc4ba,-2.775252,7.21968268785985,down
rsad2,-2.498516642,3.23127756354968,down
cyp4t8,-3.62513474,2.35108571465838,down
ppp3ca,-1.864338799,8.50863830616573,down
si:dkeyp-80c12.5,-2.63466363,2.35959290629677,down
grin3ba,-1.871414123,2.45346313537895,down
igfn1.1,-5.353659842,10.7055337738384,down
ugt1a7,-2.934076837,2.56262937324107,down
stxbp5l,-1.638804695,3.07004441364642,down
fabp2,-3.041993819,5.75202673363819,down
slc19a3a,-2.512369936,22.0163737128755,down
otop2,-2.183630638,3.73040067246062,down
cldnd,-2.234372377,2.50245351112477,down
sult1st6,-2.682351337,21.4559319556497,down
myo3b,-2.190052463,8.26520017041115,down
nadl1.2,-2.773901818,40.8601209135988,down
kcnk2b,-1.897998883,2.25877652387192,down
tcap,-3.006452417,4.96257350205938,down
ifit10,-2.476426461,2.17932600145164,down
opn4.1,-2.960044879,3.70602125077637,down
atp1a1a.2,-7.411188161,27.8996294548824,down
rtn4rl1a,-4.230389049,13.5128616245228,down
kcnk13a,-2.929851243,2.90027379143112,down
ptchd4,-1.927002155,2.98546560100106,down
rdh5,-12.50030283,4.17005330405836,down
zgc:66479,-3.057558409,28.5751183633689,down
chga,-1.66609926,2.38793363931164,down
rhbg,-4.981358716,3.9496241110263,down
si:ch211-224l10.5,-1.678337998,10.2111248842246,down
zgc:112437,-3.654757829,13.2790142558463,down
fev,-3.070823917,10.6903698325741,down
vcanb,-2.193773978,21,down
foxi3b,-5.104496983,13.3062730510764,down
vim,-1.722428652,19.2013493545547,down
capn12,-2.711596686,112.046723663333,down
abcb4,-1.914882256,3.66241496128147,down
dpysl5a,-2.116943559,4.34008379993015,down
si:ch211-12m10.1,-3.816935944,84.6536470255494,down
adra1ba,-4.488098077,2.57657389028686,down
ryr1a,-1.835218699,4.64781748188864,down
slc26a2,-1.865982979,22.4424927980943,down
galnt8a.2,-1.651190891,6.89962945488244,down
foxn1,-2.20874108,8.28066871301627,down
plp1b,-2.675858207,43.6757175447023,down
fmn1,-4.73842361,37.7695510786217,down
polr3gla,-1.716007308,2.64838301182576,down
clcn1b,-4.528676862,2.25367731279644,down
zgc:65851,-2.012599938,3.87572080582247,down
slc6a6a,-2.308740184,12.9355420107731,down
foxa3,-3.421117444,57.4934949675951,down
zgc:172271,-2.521039015,24.8446639625349,down
bhmt,-1.926559671,62.9172146296835,down
pck1,-1.628941159,3.95704272824766,down
slc4a4a,-3.628831599,17.4559319556497,down
dkk1a,-3.432822845,14.6270879970299,down
cdh13,-1.804279416,3.91476652257952,down
trpv6,-3.801383086,13.431798275933,down
ppp1r3cb,-1.809890894,30.0443122496865,down
slc10a2,-2.811009237,2.1130273062839,down
nadl1.1,-1.970568463,23.1197582241045,down
c4,-3.530574036,26.2684112348133,down
dmrt2a,-1.618174054,5.2298847052129,down
cdkl5,-1.770344945,10.602059991328,down
alpi.1,-1.665035176,47.3526170298854,down
rgs6,-2.087255407,19.3467874862247,down
si:dkeyp-75b4.9,-1.621936419,4.54515513999149,down
cldnc,-3.383907003,6.93554201077308,down
slc6a2,-3.221617353,44.2125395254816,down
dock9b,-1.877789477,52.2125395254816,down
slc7a1,-3.158945951,24.8860566476932,down
ugt5a1,-1.766346881,6.54975089168064,down
unc13ba,-1.933515412,6.17327747983101,down
slc44a5a,-11.71445319,2.22323483854383,down
si:ch211-95g8.1,-1.849488728,2.18760844415201,down
sphkap,-2.195717685,2.99969002438805,down
hal,-2.604412198,4.28066871301627,down
tlx3b,-1.713709017,2.17190950543998,down
kcnip3b,-3.02973581,4.64016451766011,down
ntm,-2.017848239,23.4546928835342,down
scap,-1.691792775,24.3372421683184,down
bmp7a,-3.430368345,6.91364016932525,down
pdia2,-5.168564455,2.05953551398751,down
frzb,-4.281183322,32.4801720062243,down
sulf2a,-1.990733658,11.2620126736666,down
igf2a,-1.65231234,26.4449055514217,down
abo,-1.838735839,9.10182351650232,down
nln,-2.419431044,2.94228103859502,down
rhag,-1.623206342,6.31605286924849,down
fer1l6,-1.64786811,4.97061622231479,down
